From	To	Species	Gene Name
211878_at	ighv4-31	Homo sapiens	immunoglobulin heavy constant gamma 1 (G1m marker); immunoglobulin heavy constant mu; immunoglobulin heavy variable 3-7; immunoglobulin heavy constant gamma 3 (G3m marker); immunoglobulin heavy variable 3-11 (gene/pseudogene); immunoglobulin heavy variable 4-31; immunoglobulin heavy locus
213278_at	Mtmr9	Homo sapiens	myotubularin related protein 9
209840_s_at	lrrn3	Homo sapiens	leucine rich repeat neuronal 3
215305_at	pdgfra	Homo sapiens	platelet-derived growth factor receptor, alpha polypeptide
219299_at	TRMT12	Homo sapiens	tRNA methyltransferase 12 homolog (S. cerevisiae)
219750_at	tmem144	Homo sapiens	transmembrane protein 144
218597_s_at	CISD1	Homo sapiens	CDGSH iron sulfur domain 1
209861_s_at	metap2	Homo sapiens	methionyl aminopeptidase 2
220903_at	GFM1	Homo sapiens	G elongation factor, mitochondrial 1
220548_at	Pkdrej	Homo sapiens	polycystic kidney disease (polycystin) and REJ homolog (sperm receptor for egg jelly homolog, sea urchin)
201025_at	Eif5b	Homo sapiens	eukaryotic translation initiation factor 5B
207842_s_at	Casc3	Homo sapiens	cancer susceptibility candidate 3
208891_at	dusp6	Homo sapiens	dual specificity phosphatase 6
210995_s_at	trim23	Homo sapiens	tripartite motif-containing 23
212136_at	atp2b4	Homo sapiens	ATPase, Ca++ transporting, plasma membrane 4
208550_x_at	KCNG2	Homo sapiens	potassium voltage-gated channel, subfamily G, member 2
207045_at	CCDC132	Homo sapiens	coiled-coil domain containing 132
220705_s_at	Adamts7	Homo sapiens	similar to hCG1991431; similar to COMPase; ADAM metallopeptidase with thrombospondin type 1 motif, 7
220705_s_at	LOC642935	Homo sapiens	similar to hCG1991431; similar to COMPase; ADAM metallopeptidase with thrombospondin type 1 motif, 7
220705_s_at	LOC100133829	Homo sapiens	similar to hCG1991431; similar to COMPase; ADAM metallopeptidase with thrombospondin type 1 motif, 7
203319_s_at	ZNF148	Homo sapiens	zinc finger protein 148
205578_at	ROR2	Homo sapiens	receptor tyrosine kinase-like orphan receptor 2
202022_at	aldoc	Homo sapiens	aldolase C, fructose-bisphosphate
207422_at	ADAM20	Homo sapiens	ADAM metallopeptidase domain 20
217272_s_at	Serpinb13	Homo sapiens	serpin peptidase inhibitor, clade B (ovalbumin), member 13
205712_at	Ptprd	Homo sapiens	protein tyrosine phosphatase, receptor type, D
219611_s_at	CCDC21	Homo sapiens	coiled-coil domain containing 21
200672_x_at	SPTBN1	Homo sapiens	spectrin, beta, non-erythrocytic 1
214633_at	Sox3	Homo sapiens	SRY (sex determining region Y)-box 3
208563_x_at	POU3F3	Homo sapiens	POU class 3 homeobox 3
215295_at	DTNB	Homo sapiens	dystrobrevin, beta
211129_x_at	eda	Homo sapiens	ectodysplasin A
219669_at	Cd177	Homo sapiens	CD177 molecule
204012_s_at	LCMT2	Homo sapiens	leucine carboxyl methyltransferase 2
214073_at	cttn	Homo sapiens	cortactin
210934_at	Blk	Homo sapiens	B lymphoid tyrosine kinase
210040_at	SLC12A5	Homo sapiens	solute carrier family 12 (potassium-chloride transporter), member 5
219194_at	SEMA4G	Homo sapiens	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G
204912_at	IL10RA	Homo sapiens	interleukin 10 receptor, alpha
204228_at	Ppih	Homo sapiens	peptidylprolyl isomerase H (cyclophilin H)
207742_s_at	Nr6a1	Homo sapiens	nuclear receptor subfamily 6, group A, member 1
202573_at	CSNK1G2	Homo sapiens	casein kinase 1, gamma 2
204205_at	APOBEC3G	Homo sapiens	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3G
205799_s_at	Slc3a1	Homo sapiens	solute carrier family 3 (cystine, dibasic and neutral amino acid transporters, activator of cystine, dibasic and neutral amino acid transport), member 1
207176_s_at	CD80	Homo sapiens	CD80 molecule
204761_at	USP6NL	Homo sapiens	USP6 N-terminal like
212104_s_at	RBM9	Homo sapiens	RNA binding motif protein 9
207593_at	ABCG4	Homo sapiens	ATP-binding cassette, sub-family G (WHITE), member 4
220163_s_at	HR	Homo sapiens	hairless homolog (mouse)
208815_x_at	HSPA4	Homo sapiens	heat shock 70kDa protein 4
221431_s_at	OR12D3	Homo sapiens	olfactory receptor, family 12, subfamily D, member 3; olfactory receptor, family 5, subfamily V, member 1
221431_s_at	OR5V1	Homo sapiens	olfactory receptor, family 12, subfamily D, member 3; olfactory receptor, family 5, subfamily V, member 1
214116_at	BTD	Homo sapiens	biotinidase
203591_s_at	csf3r	Homo sapiens	colony stimulating factor 3 receptor (granulocyte)
210156_s_at	pcmt1	Homo sapiens	protein-L-isoaspartate (D-aspartate) O-methyltransferase
203787_at	SSBP2	Homo sapiens	single-stranded DNA binding protein 2
204855_at	SERPINB5	Homo sapiens	serpin peptidase inhibitor, clade B (ovalbumin), member 5
216462_at	SS18	Homo sapiens	synovial sarcoma translocation, chromosome 18
211865_s_at	FZR1	Homo sapiens	fizzy/cell division cycle 20 related 1 (Drosophila)
221834_at	LONP2	Homo sapiens	lon peptidase 2, peroxisomal
212666_at	SMURF1	Homo sapiens	SMAD specific E3 ubiquitin protein ligase 1
209168_at	GPM6B	Homo sapiens	glycoprotein M6B
219049_at	CSGALNACT1	Homo sapiens	chondroitin sulfate N-acetylgalactosaminyltransferase 1
205846_at	PTPRB	Homo sapiens	protein tyrosine phosphatase, receptor type, B
220864_s_at	Ndufa13	Homo sapiens	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 13
222206_s_at	ncln	Homo sapiens	nicalin homolog (zebrafish)
204768_s_at	FEN1	Homo sapiens	flap structure-specific endonuclease 1
200606_at	dsp	Homo sapiens	desmoplakin
205890_s_at	UBD	Homo sapiens	ubiquitin D
209147_s_at	PPAP2A	Homo sapiens	phosphatidic acid phosphatase type 2A
220831_at	Gcnt4	Homo sapiens	glucosaminyl (N-acetyl) transferase 4, core 2 (beta-1,6-N-acetylglucosaminyltransferase)
207457_s_at	LY6G6D	Homo sapiens	lymphocyte antigen 6 complex, locus G6F; lymphocyte antigen 6 complex, locus G6D
207457_s_at	LY6G6F	Homo sapiens	lymphocyte antigen 6 complex, locus G6F; lymphocyte antigen 6 complex, locus G6D
202056_at	KPNA1	Homo sapiens	karyopherin alpha 1 (importin alpha 5)
221414_s_at	DEFB126	Homo sapiens	defensin, beta 126
39402_at	IL1B	Homo sapiens	interleukin 1, beta
210697_at	ZNF257	Homo sapiens	zinc finger protein 257
218030_at	GIT1	Homo sapiens	G protein-coupled receptor kinase interacting ArfGAP 1
203365_s_at	mmp15	Homo sapiens	matrix metallopeptidase 15 (membrane-inserted)
221308_at	frs2	Homo sapiens	fibroblast growth factor receptor substrate 2
201188_s_at	ITPR3	Homo sapiens	inositol 1,4,5-triphosphate receptor, type 3
216178_x_at	Itgb1	Homo sapiens	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)
219653_at	LSM14B	Homo sapiens	LSM14B, SCD6 homolog B (S. cerevisiae)
207686_s_at	CASP8	Homo sapiens	caspase 8, apoptosis-related cysteine peptidase
212218_s_at	FASN	Homo sapiens	fatty acid synthase
201297_s_at	MOBKL1B	Homo sapiens	MOB1, Mps One Binder kinase activator-like 1B (yeast)
210365_at	Runx1	Homo sapiens	runt-related transcription factor 1
206555_s_at	THUMPD1	Homo sapiens	THUMP domain containing 1
207142_at	KCNJ3	Homo sapiens	potassium inwardly-rectifying channel, subfamily J, member 3
222308_x_at	Cxcl14	Homo sapiens	chemokine (C-X-C motif) ligand 14
203155_at	Setdb1	Homo sapiens	SET domain, bifurcated 1
205517_at	GATA4	Homo sapiens	GATA binding protein 4
213947_s_at	Nup210	Homo sapiens	nucleoporin 210kDa
220600_at	c3orf75	Homo sapiens	chromosome 3 open reading frame 75
211886_s_at	tbx5	Homo sapiens	T-box 5
206406_at	Smcp	Homo sapiens	sperm mitochondria-associated cysteine-rich protein
218408_at	TIMM10	Homo sapiens	translocase of inner mitochondrial membrane 10 homolog (yeast)
219357_at	GTPBP1	Homo sapiens	GTP binding protein 1
216704_at	tbca	Homo sapiens	tubulin folding cofactor A
221942_s_at	GUCY1A3	Homo sapiens	guanylate cyclase 1, soluble, alpha 3
220197_at	ATP6V0A4	Homo sapiens	ATPase, H+ transporting, lysosomal V0 subunit a4
211114_x_at	sip1	Homo sapiens	survival of motor neuron protein interacting protein 1
213280_at	RAP1GAP2	Homo sapiens	GTPase activating Rap/RanGAP domain-like 4
206252_s_at	AVPR1A	Homo sapiens	arginine vasopressin receptor 1A
201279_s_at	DAB2	Homo sapiens	disabled homolog 2, mitogen-responsive phosphoprotein (Drosophila)
216343_at	PCDHGA3	Homo sapiens	protocadherin gamma subfamily A, 3
221721_s_at	lzts1	Homo sapiens	leucine zipper, putative tumor suppressor 1
211397_x_at	KIR2DL1	Homo sapiens	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 2; killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 1; killer-cell Ig-like receptor; killer cell immunoglobulin-like receptor, three domains, pseudogene 1
211397_x_at	KIR3DP1	Homo sapiens	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 2; killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 1; killer-cell Ig-like receptor; killer cell immunoglobulin-like receptor, three domains, pseudogene 1
211397_x_at	KIR2DL2	Homo sapiens	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 2; killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 1; killer-cell Ig-like receptor; killer cell immunoglobulin-like receptor, three domains, pseudogene 1
212444_at	Gprc5a	Homo sapiens	G protein-coupled receptor, family C, group 5, member A
201473_at	junb	Homo sapiens	jun B proto-oncogene
200935_at	CALR	Homo sapiens	calreticulin
220302_at	mak	Homo sapiens	male germ cell-associated kinase
203227_s_at	Tspan31	Homo sapiens	tetraspanin 31
202182_at	KAT2A	Homo sapiens	K(lysine) acetyltransferase 2A
209951_s_at	MAP2K7	Homo sapiens	mitogen-activated protein kinase kinase 7
216260_at	DICER1	Homo sapiens	dicer 1, ribonuclease type III
216286_at	B4GALT6	Homo sapiens	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 6
214964_at	TNRC18	Homo sapiens	trinucleotide repeat containing 18
222289_at	Kcnc2	Homo sapiens	potassium voltage-gated channel, Shaw-related subfamily, member 2
216682_s_at	fam48a	Homo sapiens	family with sequence similarity 48, member A
212198_s_at	TM9SF4	Homo sapiens	transmembrane 9 superfamily protein member 4
210908_s_at	PFDN5	Homo sapiens	prefoldin subunit 5
217128_s_at	Camk1g	Homo sapiens	calcium/calmodulin-dependent protein kinase IG
213426_s_at	CAV2	Homo sapiens	caveolin 2
215712_s_at	Igfals	Homo sapiens	insulin-like growth factor binding protein, acid labile subunit
216802_at	CORO2B	Homo sapiens	coronin, actin binding protein, 2B
204636_at	Col17a1	Homo sapiens	collagen, type XVII, alpha 1
214166_at	SdhB	Homo sapiens	succinate dehydrogenase complex, subunit B, iron sulfur (Ip)
220497_at	ZNF214	Homo sapiens	zinc finger protein 214
213614_x_at	EEF1A1	Homo sapiens	eukaryotic translation elongation factor 1 alpha-like 7; eukaryotic translation elongation factor 1 alpha-like 3; similar to eukaryotic translation elongation factor 1 alpha 1; eukaryotic translation elongation factor 1 alpha 1
213614_x_at	EEF1A1P9	Homo sapiens	eukaryotic translation elongation factor 1 alpha-like 7; eukaryotic translation elongation factor 1 alpha-like 3; similar to eukaryotic translation elongation factor 1 alpha 1; eukaryotic translation elongation factor 1 alpha 1
213614_x_at	EEF1A1P5	Homo sapiens	eukaryotic translation elongation factor 1 alpha-like 7; eukaryotic translation elongation factor 1 alpha-like 3; similar to eukaryotic translation elongation factor 1 alpha 1; eukaryotic translation elongation factor 1 alpha 1
213614_x_at	EEF1A1P24	Homo sapiens	eukaryotic translation elongation factor 1 alpha-like 7; eukaryotic translation elongation factor 1 alpha-like 3; similar to eukaryotic translation elongation factor 1 alpha 1; eukaryotic translation elongation factor 1 alpha 1
206246_at	Pfkfb4	Homo sapiens	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4
209119_x_at	NR2F2	Homo sapiens	nuclear receptor subfamily 2, group F, member 2
215674_at	KIAA1659	Homo sapiens	KIAA1659 protein
216955_at	TAF1	Homo sapiens	TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa
214643_x_at	bin1	Homo sapiens	bridging integrator 1
211198_s_at	ICOSLG	Homo sapiens	inducible T-cell co-stimulator ligand
205696_s_at	gfra1	Homo sapiens	GDNF family receptor alpha 1
205745_x_at	Adam17	Homo sapiens	ADAM metallopeptidase domain 17
203256_at	CDH3	Homo sapiens	cadherin 3, type 1, P-cadherin (placental)
209173_at	Agr2	Homo sapiens	anterior gradient homolog 2 (Xenopus laevis)
217751_at	gstk1	Homo sapiens	glutathione S-transferase kappa 1
212953_x_at	CALR	Homo sapiens	calreticulin
203657_s_at	ctsf	Homo sapiens	cathepsin F
213618_at	Arap2	Homo sapiens	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2
204417_at	GALC	Homo sapiens	galactosylceramidase
201529_s_at	RPA1	Homo sapiens	replication protein A1, 70kDa
212911_at	Dnajc16	Homo sapiens	DnaJ (Hsp40) homolog, subfamily C, member 16
219537_x_at	DLL3	Homo sapiens	delta-like 3 (Drosophila)
215485_s_at	ICAM1	Homo sapiens	intercellular adhesion molecule 1
218094_s_at	DBNDD2	Homo sapiens	dysbindin (dystrobrevin binding protein 1) domain containing 2
219141_s_at	AMBRA1	Homo sapiens	autophagy/beclin-1 regulator 1
215281_x_at	POGZ	Homo sapiens	pogo transposable element with ZNF domain
200875_s_at	Nop56	Homo sapiens	NOP56 ribonucleoprotein homolog (yeast)
220964_s_at	RAB1B	Homo sapiens	RAB1B, member RAS oncogene family
206031_s_at	USP5	Homo sapiens	ubiquitin specific peptidase 5 (isopeptidase T)
210080_x_at	CELA3A	Homo sapiens	chymotrypsin-like elastase family, member 3A
214898_x_at	MUC3B	Homo sapiens	mucin 3B, cell surface associated; similar to Mucin-3A precursor (Intestinal mucin-3A); mucin 3A, cell surface associated; similar to mucin 3
214898_x_at	LOC100134674	Homo sapiens	mucin 3B, cell surface associated; similar to Mucin-3A precursor (Intestinal mucin-3A); mucin 3A, cell surface associated; similar to mucin 3
214898_x_at	LOC100134216	Homo sapiens	mucin 3B, cell surface associated; similar to Mucin-3A precursor (Intestinal mucin-3A); mucin 3A, cell surface associated; similar to mucin 3
214898_x_at	Muc3a	Homo sapiens	mucin 3B, cell surface associated; similar to Mucin-3A precursor (Intestinal mucin-3A); mucin 3A, cell surface associated; similar to mucin 3
220164_s_at	Fbxo40	Homo sapiens	F-box protein 40
210388_at	PLCB2	Homo sapiens	phospholipase C, beta 2
214939_x_at	mllt4	Homo sapiens	similar to Afadin (Protein AF-6); myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4
214939_x_at	LOC730031	Homo sapiens	similar to Afadin (Protein AF-6); myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4
213282_at	APOOL	Homo sapiens	apolipoprotein O-like
220586_at	CHD9	Homo sapiens	chromodomain helicase DNA binding protein 9
219226_at	CDK12	Homo sapiens	Cdc2-related kinase, arginine/serine-rich
203391_at	Fkbp2	Homo sapiens	FK506 binding protein 2, 13kDa
210053_at	Taf5	Homo sapiens	TAF5 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 100kDa
218120_s_at	Hmox2	Homo sapiens	heme oxygenase (decycling) 2
211492_s_at	ADRA1A	Homo sapiens	adrenergic, alpha-1A-, receptor
219779_at	ZFHX4	Homo sapiens	zinc finger homeobox 4
212315_s_at	Nup210	Homo sapiens	nucleoporin 210kDa
220753_s_at	CRYL1	Homo sapiens	crystallin, lambda 1
222382_x_at	NUP205	Homo sapiens	nucleoporin 205kDa
218818_at	FHL3	Homo sapiens	four and a half LIM domains 3
203294_s_at	Lman1	Homo sapiens	lectin, mannose-binding, 1
205173_x_at	CD58	Homo sapiens	CD58 molecule
204929_s_at	vamp5	Homo sapiens	vesicle-associated membrane protein 5 (myobrevin)
200776_s_at	BZW1	Homo sapiens	basic leucine zipper and W2 domains 1 pseudogene 1; basic leucine zipper and W2 domains 1 like 1; basic leucine zipper and W2 domains 1
200776_s_at	BZW1L1	Homo sapiens	basic leucine zipper and W2 domains 1 pseudogene 1; basic leucine zipper and W2 domains 1 like 1; basic leucine zipper and W2 domains 1
200776_s_at	BZW1P1	Homo sapiens	basic leucine zipper and W2 domains 1 pseudogene 1; basic leucine zipper and W2 domains 1 like 1; basic leucine zipper and W2 domains 1
212299_at	nek9	Homo sapiens	NIMA (never in mitosis gene a)- related kinase 9
201620_at	MBTPS1	Homo sapiens	membrane-bound transcription factor peptidase, site 1
37232_at	KIAA0586	Homo sapiens	KIAA0586
206092_x_at	TNFRSF6B	Homo sapiens	tumor necrosis factor receptor superfamily, member 6b, decoy; regulator of telomere elongation helicase 1
206092_x_at	RTEL1	Homo sapiens	tumor necrosis factor receptor superfamily, member 6b, decoy; regulator of telomere elongation helicase 1
222029_x_at	pfdn6	Homo sapiens	prefoldin subunit 6
206957_at	agxt	Homo sapiens	alanine-glyoxylate aminotransferase
212581_x_at	LOC100133042	Homo sapiens	glyceraldehyde-3-phosphate dehydrogenase-like 6; hypothetical protein LOC100133042; glyceraldehyde-3-phosphate dehydrogenase
212581_x_at	GAPDH	Homo sapiens	glyceraldehyde-3-phosphate dehydrogenase-like 6; hypothetical protein LOC100133042; glyceraldehyde-3-phosphate dehydrogenase
212581_x_at	GAPDHL6	Homo sapiens	glyceraldehyde-3-phosphate dehydrogenase-like 6; hypothetical protein LOC100133042; glyceraldehyde-3-phosphate dehydrogenase
205947_s_at	Vipr2	Homo sapiens	vasoactive intestinal peptide receptor 2
209366_x_at	cyb5a	Homo sapiens	cytochrome b5 type A (microsomal)
212487_at	GPATCH8	Homo sapiens	G patch domain containing 8
214917_at	PRKAA1	Homo sapiens	protein kinase, AMP-activated, alpha 1 catalytic subunit
221879_at	calml4	Homo sapiens	calmodulin-like 4
214663_at	DSTYK	Homo sapiens	dual serine/threonine and tyrosine protein kinase
213157_s_at	WSCD1	Homo sapiens	WSC domain containing 1
204065_at	CHST10	Homo sapiens	carbohydrate sulfotransferase 10
214444_s_at	PVR	Homo sapiens	poliovirus receptor
219640_at	CLDN15	Homo sapiens	claudin 15
216993_s_at	Col11a2	Homo sapiens	collagen, type XI, alpha 2
203367_at	Dusp14	Homo sapiens	dual specificity phosphatase 14
201961_s_at	Rnf41	Homo sapiens	ring finger protein 41
208980_s_at	RPS27AP11	Homo sapiens	ribosomal protein S27a pseudogene 12; ribosomal protein S27a; ribosomal protein S27a pseudogene 11; ribosomal protein S27a pseudogene 16
208980_s_at	RPS27AP12	Homo sapiens	ribosomal protein S27a pseudogene 12; ribosomal protein S27a; ribosomal protein S27a pseudogene 11; ribosomal protein S27a pseudogene 16
208980_s_at	RPS27A	Homo sapiens	ribosomal protein S27a pseudogene 12; ribosomal protein S27a; ribosomal protein S27a pseudogene 11; ribosomal protein S27a pseudogene 16
208980_s_at	RPS27AP16	Homo sapiens	ribosomal protein S27a pseudogene 12; ribosomal protein S27a; ribosomal protein S27a pseudogene 11; ribosomal protein S27a pseudogene 16
219875_s_at	PPPDE1	Homo sapiens	PPPDE peptidase domain containing 1
209093_s_at	GBA	Homo sapiens	glucosidase, beta; acid (includes glucosylceramidase)
211866_x_at	HFE	Homo sapiens	hemochromatosis
202808_at	C10orf26	Homo sapiens	chromosome 10 open reading frame 26
221530_s_at	BHLHE41	Homo sapiens	basic helix-loop-helix family, member e41
202565_s_at	SVIL	Homo sapiens	supervillin
207727_s_at	Mutyh	Homo sapiens	mutY homolog (E. coli)
218943_s_at	DDX58	Homo sapiens	DEAD (Asp-Glu-Ala-Asp) box polypeptide 58
213078_x_at	lpcat4	Homo sapiens	lysophosphatidylcholine acyltransferase 4
220887_at	C14orf162	Homo sapiens	chromosome 14 open reading frame 162
209143_s_at	CLNS1A	Homo sapiens	chloride channel, nucleotide-sensitive, 1A
206968_s_at	Nfrkb	Homo sapiens	nuclear factor related to kappaB binding protein
214651_s_at	HOXA9	Homo sapiens	homeobox A9
202858_at	u2af1	Homo sapiens	U2 small nuclear RNA auxiliary factor 1
216041_x_at	grn	Homo sapiens	granulin
207507_s_at	ATP5G3	Homo sapiens	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C3 (subunit 9)
209155_s_at	NT5C2	Homo sapiens	5'-nucleotidase, cytosolic II
204608_at	asl	Homo sapiens	argininosuccinate lyase
59644_at	bmp2k	Homo sapiens	BMP2 inducible kinase
201097_s_at	ARF4	Homo sapiens	ADP-ribosylation factor 4
204483_at	ENO3	Homo sapiens	enolase 3 (beta, muscle)
AFFX-HUMRGE/M10098_M_at	GPR34	Homo sapiens	G protein-coupled receptor 34
221446_at	Adam30	Homo sapiens	ADAM metallopeptidase domain 30
206995_x_at	SCARF1	Homo sapiens	scavenger receptor class F, member 1
64488_at	Irgq	Homo sapiens	immunity-related GTPase family, Q
218535_s_at	RIOK2	Homo sapiens	RIO kinase 2 (yeast)
203679_at	TMED1	Homo sapiens	transmembrane emp24 protein transport domain containing 1
200757_s_at	CALU	Homo sapiens	calumenin
211654_x_at	HLA-DQB1	Homo sapiens	major histocompatibility complex, class II, DQ beta 1; similar to major histocompatibility complex, class II, DQ beta 1
211654_x_at	LOC100133583	Homo sapiens	major histocompatibility complex, class II, DQ beta 1; similar to major histocompatibility complex, class II, DQ beta 1
213882_at	TM2D1	Homo sapiens	TM2 domain containing 1
208647_at	FDFT1	Homo sapiens	farnesyl-diphosphate farnesyltransferase 1
215279_at	SVIL	Homo sapiens	supervillin
218617_at	TRIT1	Homo sapiens	tRNA isopentenyltransferase 1
221957_at	PDK3	Homo sapiens	pyruvate dehydrogenase kinase, isozyme 3
209836_x_at	bolA2	Homo sapiens	bolA homolog 2 (E. coli); bolA homolog 2B (E. coli)
209836_x_at	BOLA2B	Homo sapiens	bolA homolog 2 (E. coli); bolA homolog 2B (E. coli)
220151_at	C19orf73	Homo sapiens	chromosome 19 open reading frame 73
212656_at	TSFM	Homo sapiens	Ts translation elongation factor, mitochondrial
211939_x_at	BTF3L1	Homo sapiens	basic transcription factor 3; basic transcription factor 3, like 1 pseudogene
211939_x_at	btf3	Homo sapiens	basic transcription factor 3; basic transcription factor 3, like 1 pseudogene
221771_s_at	Mphosph8	Homo sapiens	M-phase phosphoprotein 8
213743_at	CCNT2	Homo sapiens	cyclin T2
205837_s_at	Gypa	Homo sapiens	glycophorin A (MNS blood group)
206812_at	Adrb3	Homo sapiens	adrenergic, beta-3-, receptor
203133_at	SEC61B	Homo sapiens	Sec61 beta subunit
202154_x_at	MC1R	Homo sapiens	tubulin, beta 3; melanocortin 1 receptor (alpha melanocyte stimulating hormone receptor)
202154_x_at	tubb3	Homo sapiens	tubulin, beta 3; melanocortin 1 receptor (alpha melanocyte stimulating hormone receptor)
220225_at	IRX4	Homo sapiens	iroquois homeobox 4
203625_x_at	Skp2	Homo sapiens	S-phase kinase-associated protein 2 (p45)
202302_s_at	RSRC2	Homo sapiens	arginine/serine-rich coiled-coil 2
207925_at	CST5	Homo sapiens	cystatin D
213565_s_at	SMAD6	Homo sapiens	SMAD family member 6
218872_at	TESC	Homo sapiens	tescalcin
209302_at	POLR2H	Homo sapiens	polymerase (RNA) II (DNA directed) polypeptide H
220472_at	ZCCHC4	Homo sapiens	zinc finger, CCHC domain containing 4
215409_at	lpcat4	Homo sapiens	lysophosphatidylcholine acyltransferase 4
203563_at	AFAP1	Homo sapiens	actin filament associated protein 1
211810_s_at	GALC	Homo sapiens	galactosylceramidase
201956_s_at	GNPAT	Homo sapiens	glyceronephosphate O-acyltransferase
218999_at	TMEM140	Homo sapiens	transmembrane protein 140
209739_s_at	PNPLA4	Homo sapiens	patatin-like phospholipase domain containing 4
209607_x_at	SULT1A3	Homo sapiens	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 4; sulfotransferase family, cytosolic, 1A, phenol-preferring, member 3
209607_x_at	SULT1A4	Homo sapiens	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 4; sulfotransferase family, cytosolic, 1A, phenol-preferring, member 3
220588_at	BCAS4	Homo sapiens	breast carcinoma amplified sequence 4
217925_s_at	C6orf106	Homo sapiens	chromosome 6 open reading frame 106
210484_s_at	MGC31957	Homo sapiens	hypothetical protein MGC31957
200692_s_at	HSPA9	Homo sapiens	heat shock 70kDa protein 9 (mortalin)
204861_s_at	NAIP	Homo sapiens	NLR family, apoptosis inhibitory protein
207800_at	AKAP5	Homo sapiens	A kinase (PRKA) anchor protein 5
211801_x_at	mfn1	Homo sapiens	mitofusin 1
220931_at	MGC5590	Homo sapiens	hypothetical protein MGC5590
204591_at	CHL1	Homo sapiens	cell adhesion molecule with homology to L1CAM (close homolog of L1)
202410_x_at	INS-IGF2	Homo sapiens	insulin-like growth factor 2 (somatomedin A); insulin; INS-IGF2 readthrough transcript
202410_x_at	INS	Homo sapiens	insulin-like growth factor 2 (somatomedin A); insulin; INS-IGF2 readthrough transcript
202410_x_at	IGF2	Homo sapiens	insulin-like growth factor 2 (somatomedin A); insulin; INS-IGF2 readthrough transcript
209299_x_at	ppil2	Homo sapiens	peptidylprolyl isomerase (cyclophilin)-like 2
214600_at	TEAD1	Homo sapiens	TEA domain family member 1 (SV40 transcriptional enhancer factor)
203181_x_at	SRPK2	Homo sapiens	SFRS protein kinase 2
216395_at	Fbxl18	Homo sapiens	F-box and leucine-rich repeat protein 18
217968_at	Tssc1	Homo sapiens	tumor suppressing subtransferable candidate 1
206375_s_at	HSPB3	Homo sapiens	heat shock 27kDa protein 3
203148_s_at	Trim14	Homo sapiens	tripartite motif-containing 14
207466_at	GAL	Homo sapiens	galanin prepropeptide
220301_at	CCDC102B	Homo sapiens	coiled-coil domain containing 102B
200970_s_at	serp1	Homo sapiens	stress-associated endoplasmic reticulum protein 1
208671_at	SERINC1	Homo sapiens	serine incorporator 1
214975_s_at	MTMR1	Homo sapiens	myotubularin related protein 1
218747_s_at	TAPBPL	Homo sapiens	TAP binding protein-like
211427_s_at	Kcnj13	Homo sapiens	potassium inwardly-rectifying channel, subfamily J, member 13
215061_at	Mettl10	Homo sapiens	methyltransferase like 10
206881_s_at	LILRA3	Homo sapiens	leukocyte immunoglobulin-like receptor, subfamily A (without TM domain), member 3
209341_s_at	IKBKB	Homo sapiens	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta
208845_at	VDAC3	Homo sapiens	voltage-dependent anion channel 3
201049_s_at	RPS18P12	Homo sapiens	ribosomal protein S18 pseudogene 12; ribosomal protein S18 pseudogene 5; ribosomal protein S18
201049_s_at	rps18	Homo sapiens	ribosomal protein S18 pseudogene 12; ribosomal protein S18 pseudogene 5; ribosomal protein S18
201049_s_at	RPS18P5	Homo sapiens	ribosomal protein S18 pseudogene 12; ribosomal protein S18 pseudogene 5; ribosomal protein S18
221147_x_at	WWOX	Homo sapiens	WW domain containing oxidoreductase
214979_at	Abcc3	Homo sapiens	ATP-binding cassette, sub-family C (CFTR/MRP), member 3
202502_at	ACADM	Homo sapiens	acyl-Coenzyme A dehydrogenase, C-4 to C-12 straight chain
203131_at	pdgfra	Homo sapiens	platelet-derived growth factor receptor, alpha polypeptide
221166_at	FGF23	Homo sapiens	fibroblast growth factor 23
213536_s_at	UBE2I	Homo sapiens	ubiquitin-conjugating enzyme E2I (UBC9 homolog, yeast)
220672_at	PPP4R4	Homo sapiens	protein phosphatase 4, regulatory subunit 4
