From	To	Species	Gene Name
A_23_P324718	SYNJ1	Homo sapiens	synaptojanin 1
A_24_P241330	Zc3h14	Homo sapiens	zinc finger CCCH-type containing 14
A_23_P23443	Efhd2	Homo sapiens	EF-hand domain family, member D2
A_23_P21473	Cep70	Homo sapiens	centrosomal protein 70kDa
A_23_P355447	Zdhhc22	Homo sapiens	zinc finger, DHHC-type containing 22
A_23_P66739	SLC13A5	Homo sapiens	solute carrier family 13 (sodium-dependent citrate transporter), member 5
A_24_P99175	Zdhhc22	Homo sapiens	zinc finger, DHHC-type containing 22
A_23_P136347	Eps8	Homo sapiens	epidermal growth factor receptor pathway substrate 8
A_23_P363831	FBXO3	Homo sapiens	F-box protein 3
A_24_P20777	RPL37	Homo sapiens	ribosomal protein L37
A_24_P175176	phtf2	Homo sapiens	putative homeodomain transcription factor 2
A_23_P143016	Arid5a	Homo sapiens	AT rich interactive domain 5A (MRF1-like)
A_23_P66732	GSG2	Homo sapiens	germ cell associated 2 (haspin)
A_23_P155441	Rft1	Homo sapiens	RFT1 homolog (S. cerevisiae)
A_23_P93499	tfb1m	Homo sapiens	transcription factor B1, mitochondrial
A_23_P36825	Gprc5a	Homo sapiens	G protein-coupled receptor, family C, group 5, member A
A_23_P103424	Rgs8	Homo sapiens	regulator of G-protein signaling 8
A_32_P206050	tbc1d30	Homo sapiens	TBC1 domain family, member 30
A_23_P23438	Sema4a	Homo sapiens	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A
A_23_P91114	PREB	Homo sapiens	prolactin regulatory element binding
A_23_P211207	Adarb1	Homo sapiens	adenosine deaminase, RNA-specific, B1 (RED1 homolog rat)
A_23_P49041	TMEM62	Homo sapiens	transmembrane protein 62
A_23_P363826	FBXO3	Homo sapiens	F-box protein 3
A_23_P355455	TBC1D5	Homo sapiens	TBC1 domain family, member 5
A_32_P41375	FLJ45340	Homo sapiens	hypothetical LOC402483; similar to capicua-like protein/double homeodomain 4 fusion protein
A_32_P41375	LOC729061	Homo sapiens	hypothetical LOC402483; similar to capicua-like protein/double homeodomain 4 fusion protein
A_23_P339117	Nkain3	Homo sapiens	Na+/K+ transporting ATPase interacting 3
A_23_P201939	PPM1J	Homo sapiens	protein phosphatase 1J (PP2C domain containing)
A_24_P237175	CST2	Homo sapiens	cystatin SA
A_23_P96432	MAGEB3	Homo sapiens	melanoma antigen family B, 3
A_23_P107412	p4hb	Homo sapiens	prolyl 4-hydroxylase, beta polypeptide
A_23_P46131	GRRP1	Homo sapiens	glycine/arginine rich protein 1
A_23_P143006	PRLH	Homo sapiens	prolactin releasing hormone
A_23_P200404	Ak2	Homo sapiens	adenylate kinase 2
A_23_P103433	oscp1	Homo sapiens	chromosome 1 open reading frame 102
A_32_P184727	KPNB1	Homo sapiens	karyopherin (importin) beta 1
A_23_P412186	ZNF252	Homo sapiens	zinc finger protein 252
A_23_P410040	KCNH7	Homo sapiens	potassium voltage-gated channel, subfamily H (eag-related), member 7
A_24_P241318	DCAF4	Homo sapiens	WD repeat domain 21A
A_23_P24555	PHLDB1	Homo sapiens	pleckstrin homology-like domain, family B, member 1
A_23_P339119	ACSS3	Homo sapiens	acyl-CoA synthetase short-chain family member 3
A_23_P94095	Ankrd46	Homo sapiens	ankyrin repeat domain 46
A_23_P91104	KCNK3	Homo sapiens	potassium channel, subfamily K, member 3
A_23_P66798	KRT19	Homo sapiens	keratin 19
A_23_P2317	DDN	Homo sapiens	dendrin
A_24_P22939	Adamtsl5	Homo sapiens	ADAMTS-like 5
A_23_P103486	cyp2j2	Homo sapiens	cytochrome P450, family 2, subfamily J, polypeptide 2
A_23_P163737	OR2C1	Homo sapiens	olfactory receptor, family 2, subfamily C, member 1
A_23_P107421	tk1	Homo sapiens	thymidine kinase 1, soluble
A_23_P134147	Zbtb24	Homo sapiens	zinc finger and BTB domain containing 24
A_24_P110273	LOC647195	Homo sapiens	similar to Proline rich 13
A_24_P153587	C14orf184	Homo sapiens	hypothetical protein LOC650662
A_24_P282751	SUPT7L	Homo sapiens	suppressor of Ty 7 (S. cerevisiae)-like
A_24_P184732	Papln	Homo sapiens	papilin, proteoglycan-like sulfated glycoprotein
A_32_P43465	ZNF182	Homo sapiens	zinc finger protein 182
A_24_P284893	psmb2	Homo sapiens	proteasome (prosome, macropain) subunit, beta type, 2
A_23_P385690	WNT3A	Homo sapiens	wingless-type MMTV integration site family, member 3A
A_23_P36888	FAM113B	Homo sapiens	family with sequence similarity 113, member B
A_24_P310630	Upf3b	Homo sapiens	UPF3 regulator of nonsense transcripts homolog B (yeast)
A_23_P23411	PRCC	Homo sapiens	papillary renal cell carcinoma (translocation-associated)
A_23_P160668	Mycl1	Homo sapiens	v-myc myelocytomatosis viral oncogene homolog 1, lung carcinoma derived (avian)
A_23_P35354	CWF19L1	Homo sapiens	CWF19-like 1, cell cycle control (S. pombe)
A_32_P144342	PARP4	Homo sapiens	poly (ADP-ribose) polymerase family, member 4
A_23_P80336	Tomm22	Homo sapiens	translocase of outer mitochondrial membrane 22 homolog (yeast)
A_23_P93431	AIG1	Homo sapiens	androgen-induced 1
A_32_P116989	Zcchc18	Homo sapiens	zinc finger, CCHC domain containing 18
A_23_P107432	FLJ35934	Homo sapiens	FLJ35934 protein
A_23_P97584	DNTTIP2	Homo sapiens	deoxynucleotidyltransferase, terminal, interacting protein 2
A_23_P134139	Fabp7	Homo sapiens	fatty acid binding protein 7, brain
A_24_P183292	csnk1a1	Homo sapiens	casein kinase 1, alpha 1
A_23_P36882	Nts	Homo sapiens	neurotensin
A_24_P110284	FLJ25758	Homo sapiens	hypothetical locus FLJ25758
A_24_P383330	RPL7AP30	Homo sapiens	ribosomal protein L7a pseudogene 70; ribosomal protein L7a; ribosomal protein L7a pseudogene 30; ribosomal protein L7a pseudogene 66; ribosomal protein L7a pseudogene 27; ribosomal protein L7a pseudogene 11; ribosomal protein L7a pseudogene 62
A_24_P383330	RPL7AP66	Homo sapiens	ribosomal protein L7a pseudogene 70; ribosomal protein L7a; ribosomal protein L7a pseudogene 30; ribosomal protein L7a pseudogene 66; ribosomal protein L7a pseudogene 27; ribosomal protein L7a pseudogene 11; ribosomal protein L7a pseudogene 62
A_24_P383330	Rpl7a	Homo sapiens	ribosomal protein L7a pseudogene 70; ribosomal protein L7a; ribosomal protein L7a pseudogene 30; ribosomal protein L7a pseudogene 66; ribosomal protein L7a pseudogene 27; ribosomal protein L7a pseudogene 11; ribosomal protein L7a pseudogene 62
A_24_P383330	RPL7AP62	Homo sapiens	ribosomal protein L7a pseudogene 70; ribosomal protein L7a; ribosomal protein L7a pseudogene 30; ribosomal protein L7a pseudogene 66; ribosomal protein L7a pseudogene 27; ribosomal protein L7a pseudogene 11; ribosomal protein L7a pseudogene 62
A_24_P383330	RPL7AP27	Homo sapiens	ribosomal protein L7a pseudogene 70; ribosomal protein L7a; ribosomal protein L7a pseudogene 30; ribosomal protein L7a pseudogene 66; ribosomal protein L7a pseudogene 27; ribosomal protein L7a pseudogene 11; ribosomal protein L7a pseudogene 62
A_24_P383330	RPL7AP11	Homo sapiens	ribosomal protein L7a pseudogene 70; ribosomal protein L7a; ribosomal protein L7a pseudogene 30; ribosomal protein L7a pseudogene 66; ribosomal protein L7a pseudogene 27; ribosomal protein L7a pseudogene 11; ribosomal protein L7a pseudogene 62
A_24_P383330	RPL7AP70	Homo sapiens	ribosomal protein L7a pseudogene 70; ribosomal protein L7a; ribosomal protein L7a pseudogene 30; ribosomal protein L7a pseudogene 66; ribosomal protein L7a pseudogene 27; ribosomal protein L7a pseudogene 11; ribosomal protein L7a pseudogene 62
A_32_P12202	FAM9C	Homo sapiens	family with sequence similarity 9, member C
A_24_P35891	ZNF219	Homo sapiens	zinc finger protein 219
A_24_P242820	TSN	Homo sapiens	translin
A_23_P35349	SVIL	Homo sapiens	supervillin
A_24_P88850	mras	Homo sapiens	muscle RAS oncogene homolog
A_23_P148047	Ptger4	Homo sapiens	prostaglandin E receptor 4 (subtype EP4)
A_23_P35343	ZNF248	Homo sapiens	zinc finger protein 248
A_32_P8015	HNRNPA1L2	Homo sapiens	heterogeneous nuclear ribonucleoprotein A1-like 2
A_23_P80342	Tab1	Homo sapiens	mitogen-activated protein kinase kinase kinase 7 interacting protein 1
A_23_P4443	TBX4	Homo sapiens	T-box 4
A_24_P852601	HNF4G	Homo sapiens	hepatocyte nuclear factor 4, gamma
A_23_P46149	GPR137B	Homo sapiens	G protein-coupled receptor 137B
A_23_P101237	c18orf21	Homo sapiens	chromosome 18 open reading frame 21
A_23_P424878	KIAA1688	Homo sapiens	KIAA1688 protein
A_24_P521994	KLHL24	Homo sapiens	kelch-like 24 (Drosophila)
A_23_P163711	FAM57B	Homo sapiens	family with sequence similarity 57, member B
A_24_P183264	BTF3L1	Homo sapiens	basic transcription factor 3; basic transcription factor 3, like 1 pseudogene
A_24_P183264	btf3	Homo sapiens	basic transcription factor 3; basic transcription factor 3, like 1 pseudogene
A_23_P103465	PLA2G5	Homo sapiens	phospholipase A2, group V
A_23_P66777	cdc27	Homo sapiens	cell division cycle 27 homolog (S. cerevisiae)
A_24_P944040	Rrp1b	Homo sapiens	ribosomal RNA processing 1 homolog B (S. cerevisiae)
A_23_P1206	RPS24	Homo sapiens	ribosomal protein S24
A_23_P410017	tbcel	Homo sapiens	tubulin folding cofactor E-like
A_23_P134125	MAP3K5	Homo sapiens	mitogen-activated protein kinase kinase kinase 5
A_24_P110291	LOC100129917	Homo sapiens	hypothetical protein LOC100129917
A_24_P118938	C20orf112	Homo sapiens	chromosome 20 open reading frame 112
A_23_P363878	Rftn2	Homo sapiens	raftlin family member 2
A_24_P944049	Cep68	Homo sapiens	centrosomal protein 68kDa
A_24_P5890	KIR2DL5B	Homo sapiens	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 5B; killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 5A
A_24_P5890	KIR2DL5A	Homo sapiens	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 5B; killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 5A
A_23_P355405	CNTNAP4	Homo sapiens	contactin associated protein-like 4
A_23_P148057	Zdhhc9	Homo sapiens	zinc finger, DHHC-type containing 9
A_23_P95594	NAT1	Homo sapiens	N-acetyltransferase 1 (arylamine N-acetyltransferase)
A_32_P182473	ZNF625	Homo sapiens	zinc finger protein 625
A_23_P21485	PID1	Homo sapiens	phosphotyrosine interaction domain containing 1
A_23_P101208	cyb5a	Homo sapiens	cytochrome b5 type A (microsomal)
A_24_P49533	ZYG11B	Homo sapiens	zyg-11 homolog B (C. elegans)
A_23_P36865	CEP290	Homo sapiens	centrosomal protein 290kDa
A_23_P396777	Pcgf3	Homo sapiens	polycomb group ring finger 3
A_23_P4474	ier3ip1	Homo sapiens	immediate early response 3 interacting protein 1
A_24_P310616	SLC35A2	Homo sapiens	solute carrier family 35 (UDP-galactose transporter), member A2
A_23_P200443	SHC1	Homo sapiens	SHC (Src homology 2 domain containing) transforming protein 1
A_23_P2322	TSPAN19	Homo sapiens	tetraspanin 19
A_23_P107454	KRTAP3-1	Homo sapiens	keratin associated protein 3-1
A_23_P103476	UBIAD1	Homo sapiens	UbiA prenyltransferase domain containing 1
A_23_P134113	c6orf192	Homo sapiens	chromosome 6 open reading frame 192
A_23_P46170	Med8	Homo sapiens	mediator complex subunit 8
A_24_P125561	SIGLEC9	Homo sapiens	sialic acid binding Ig-like lectin 9
A_23_P155417	ABHD14B	Homo sapiens	abhydrolase domain containing 14B
A_24_P49517	ZNF251	Homo sapiens	zinc finger protein 251
A_23_P96478	AMELX	Homo sapiens	amelogenin (amelogenesis imperfecta 1, X-linked)
A_24_P383356	slc39a14	Homo sapiens	solute carrier family 39 (zinc transporter), member 14
A_24_P627306	EDEM2	Homo sapiens	ER degradation enhancer, mannosidase alpha-like 2
A_32_P111639	Chst9	Homo sapiens	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 9
A_24_P148235	RPS27P13	Homo sapiens	ribosomal protein S27 pseudogene 29; ribosomal protein S27 pseudogene 9; ribosomal protein S27 pseudogene 23; ribosomal protein S27 pseudogene 13; ribosomal protein S27; ribosomal protein S27 pseudogene 21; ribosomal protein S27 pseudogene 7; ribosomal protein S27 pseudogene 6; ribosomal protein S27 pseudogene 19
A_24_P148235	RPS27P19	Homo sapiens	ribosomal protein S27 pseudogene 29; ribosomal protein S27 pseudogene 9; ribosomal protein S27 pseudogene 23; ribosomal protein S27 pseudogene 13; ribosomal protein S27; ribosomal protein S27 pseudogene 21; ribosomal protein S27 pseudogene 7; ribosomal protein S27 pseudogene 6; ribosomal protein S27 pseudogene 19
A_24_P148235	RPS27P29	Homo sapiens	ribosomal protein S27 pseudogene 29; ribosomal protein S27 pseudogene 9; ribosomal protein S27 pseudogene 23; ribosomal protein S27 pseudogene 13; ribosomal protein S27; ribosomal protein S27 pseudogene 21; ribosomal protein S27 pseudogene 7; ribosomal protein S27 pseudogene 6; ribosomal protein S27 pseudogene 19
A_24_P148235	RPS27P6	Homo sapiens	ribosomal protein S27 pseudogene 29; ribosomal protein S27 pseudogene 9; ribosomal protein S27 pseudogene 23; ribosomal protein S27 pseudogene 13; ribosomal protein S27; ribosomal protein S27 pseudogene 21; ribosomal protein S27 pseudogene 7; ribosomal protein S27 pseudogene 6; ribosomal protein S27 pseudogene 19
A_24_P148235	rps27	Homo sapiens	ribosomal protein S27 pseudogene 29; ribosomal protein S27 pseudogene 9; ribosomal protein S27 pseudogene 23; ribosomal protein S27 pseudogene 13; ribosomal protein S27; ribosomal protein S27 pseudogene 21; ribosomal protein S27 pseudogene 7; ribosomal protein S27 pseudogene 6; ribosomal protein S27 pseudogene 19
A_24_P148235	RPS27P7	Homo sapiens	ribosomal protein S27 pseudogene 29; ribosomal protein S27 pseudogene 9; ribosomal protein S27 pseudogene 23; ribosomal protein S27 pseudogene 13; ribosomal protein S27; ribosomal protein S27 pseudogene 21; ribosomal protein S27 pseudogene 7; ribosomal protein S27 pseudogene 6; ribosomal protein S27 pseudogene 19
A_24_P148235	RPS27P21	Homo sapiens	ribosomal protein S27 pseudogene 29; ribosomal protein S27 pseudogene 9; ribosomal protein S27 pseudogene 23; ribosomal protein S27 pseudogene 13; ribosomal protein S27; ribosomal protein S27 pseudogene 21; ribosomal protein S27 pseudogene 7; ribosomal protein S27 pseudogene 6; ribosomal protein S27 pseudogene 19
A_24_P148235	RPS27P9	Homo sapiens	ribosomal protein S27 pseudogene 29; ribosomal protein S27 pseudogene 9; ribosomal protein S27 pseudogene 23; ribosomal protein S27 pseudogene 13; ribosomal protein S27; ribosomal protein S27 pseudogene 21; ribosomal protein S27 pseudogene 7; ribosomal protein S27 pseudogene 6; ribosomal protein S27 pseudogene 19
A_24_P148235	RPS27P23	Homo sapiens	ribosomal protein S27 pseudogene 29; ribosomal protein S27 pseudogene 9; ribosomal protein S27 pseudogene 23; ribosomal protein S27 pseudogene 13; ribosomal protein S27; ribosomal protein S27 pseudogene 21; ribosomal protein S27 pseudogene 7; ribosomal protein S27 pseudogene 6; ribosomal protein S27 pseudogene 19
A_23_P21495	LOC100133944	Homo sapiens	Fc fragment of IgG binding protein; similar to IgGFc-binding protein precursor (FcgammaBP) (Fcgamma-binding protein antigen)
A_23_P21495	FCGBP	Homo sapiens	Fc fragment of IgG binding protein; similar to IgGFc-binding protein precursor (FcgammaBP) (Fcgamma-binding protein antigen)
A_23_P160631	Cct3	Homo sapiens	chaperonin containing TCP1, subunit 3 (gamma)
A_24_P71373	slc9a1	Homo sapiens	solute carrier family 9 (sodium/hydrogen exchanger), member 1
A_23_P136371	NDST4	Homo sapiens	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 4
A_24_P43391	TMEM165	Homo sapiens	transmembrane protein 165
A_23_P80321	POLR2F	Homo sapiens	polymerase (RNA) II (DNA directed) polypeptide F
A_23_P80377	pacsin2	Homo sapiens	protein kinase C and casein kinase substrate in neurons 2
A_23_P94009	naa38	Homo sapiens	LSM8 homolog, U6 small nuclear RNA associated (S. cerevisiae)
A_23_P217917	GSTM4	Homo sapiens	glutathione S-transferase mu 4
A_23_P149121	DIRAS3	Homo sapiens	DIRAS family, GTP-binding RAS-like 3
A_23_P35316	ZNF695	Homo sapiens	zinc finger protein 695
A_24_P605081	LOC253039	Homo sapiens	hypothetical LOC253039
A_24_P395814	CGB	Homo sapiens	chorionic gonadotropin, beta polypeptide 5; chorionic gonadotropin, beta polypeptide; chorionic gonadotropin, beta polypeptide 8
A_24_P395814	CGB5	Homo sapiens	chorionic gonadotropin, beta polypeptide 5; chorionic gonadotropin, beta polypeptide; chorionic gonadotropin, beta polypeptide 8
A_24_P395814	CGB8	Homo sapiens	chorionic gonadotropin, beta polypeptide 5; chorionic gonadotropin, beta polypeptide; chorionic gonadotropin, beta polypeptide 8
A_23_P3368	Furin	Homo sapiens	furin (paired basic amino acid cleaving enzyme)
A_23_P135239	LOC645381	Homo sapiens	similar to transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila); transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila)
A_23_P135239	TLE1	Homo sapiens	similar to transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila); transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila)
A_23_P108514	STK16	Homo sapiens	serine/threonine kinase 16
A_23_P35309	TAF5L	Homo sapiens	TAF5-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa
A_23_P137484	L1TD1	Homo sapiens	LINE-1 type transposase domain containing 1
A_32_P86739	C10orf114	Homo sapiens	chromosome 10 open reading frame 114
A_24_P723735	ZNF720P1	Homo sapiens	zinc finger protein 720 pseudogene 1
A_23_P80382	prr5	Homo sapiens	Rho GTPase activating protein 8; proline rich 5 (renal); PRR5-ARHGAP8 fusion
A_23_P80382	Arhgap8	Homo sapiens	Rho GTPase activating protein 8; proline rich 5 (renal); PRR5-ARHGAP8 fusion
A_23_P80382	PRR5-ARHGAP8	Homo sapiens	Rho GTPase activating protein 8; proline rich 5 (renal); PRR5-ARHGAP8 fusion
A_24_P147169	PLA2G4F	Homo sapiens	phospholipase A2, group IVF
A_23_P362759	PRDM5	Homo sapiens	PR domain containing 5
A_23_P135226	OR1N2	Homo sapiens	olfactory receptor, family 1, subfamily N, member 2
A_23_P3355	POLG	Homo sapiens	polymerase (DNA directed), gamma
A_23_P96497	HSFX2	Homo sapiens	heat shock transcription factor family, X linked 1; heat shock transcription factor family, X linked 2
A_23_P96497	HSFX1	Homo sapiens	heat shock transcription factor family, X linked 1; heat shock transcription factor family, X linked 2
A_23_P97541	C4BPA	Homo sapiens	complement component 4 binding protein, alpha
A_23_P201996	WAC	Homo sapiens	WW domain containing adaptor with coiled-coil
A_23_P137470	SIPA1L2	Homo sapiens	signal-induced proliferation-associated 1 like 2
A_23_P251974	zfyve9	Homo sapiens	zinc finger, FYVE domain containing 9
A_23_P80353	L3mbtl2	Homo sapiens	l(3)mbt-like 2 (Drosophila)
A_32_P38283	TCTE3	Homo sapiens	t-complex-associated-testis-expressed 3
A_23_P81880	LOC100128056	Homo sapiens	similar to hCG2013701; CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2
A_23_P81880	CTDSP2	Homo sapiens	similar to hCG2013701; CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2
A_23_P148015	Axin2	Homo sapiens	axin 2
A_32_P9575	MRPL45	Homo sapiens	mitochondrial ribosomal protein L45
A_23_P19428	OR2J2	Homo sapiens	olfactory receptor, family 2, subfamily J, member 2
A_23_P135219	GPR21	Homo sapiens	G protein-coupled receptor 21
A_23_P86975	CARD18	Homo sapiens	caspase recruitment domain family, member 18
A_23_P97573	PRPF3	Homo sapiens	PRP3 pre-mRNA processing factor 3 homolog (S. cerevisiae)
A_23_P81898	UBD	Homo sapiens	ubiquitin D
A_24_P130041	CYP51A1	Homo sapiens	cytochrome P450, family 51, subfamily A, polypeptide 1
A_24_P405430	Tia1	Homo sapiens	TIA1 cytotoxic granule-associated RNA binding protein
A_23_P3371	RASGRF1	Homo sapiens	Ras protein-specific guanine nucleotide-releasing factor 1
A_24_P354615	Mtmr12	Homo sapiens	myotubularin related protein 12
A_23_P80362	NHP2L1	Homo sapiens	NHP2 non-histone chromosome protein 2-like 1 (S. cerevisiae)
A_23_P356101	fbxo11	Homo sapiens	F-box protein 11
A_23_P217901	TSTD1	Homo sapiens	thiosulfate sulfurtransferase KAT, putative
A_23_P334021	Igf2r	Homo sapiens	insulin-like growth factor 2 receptor
A_24_P184769	wdr20	Homo sapiens	WD repeat domain 20
A_23_P356109	Atxn7l1	Homo sapiens	ataxin 7-like 1
A_24_P282762	Tlk1	Homo sapiens	tousled-like kinase 1
A_24_P153576	SHPRH	Homo sapiens	SNF2 histone linker PHD RING helicase
A_23_P108546	REG1A	Homo sapiens	regenerating islet-derived 1 alpha; regenerating islet-derived 1 pseudogene
A_23_P108546	REG1P	Homo sapiens	regenerating islet-derived 1 alpha; regenerating islet-derived 1 pseudogene
A_23_P433050	RXFP1	Homo sapiens	relaxin/insulin-like family peptide receptor 1
A_23_P3379	RASGRF1	Homo sapiens	Ras protein-specific guanine nucleotide-releasing factor 1
A_32_P90047	C4orf48	Homo sapiens	chromosome 4 open reading frame 48
A_23_P362770	CCDC36	Homo sapiens	coiled-coil domain containing 36
A_24_P58501	OR4F4	Homo sapiens	olfactory receptor, family 4, subfamily F, member 4
A_23_P395172	ABHD2	Homo sapiens	abhydrolase domain containing 2
A_32_P137266	EFCAB7	Homo sapiens	EF-hand calcium binding domain 7
A_23_P19455	MDC1	Homo sapiens	mediator of DNA-damage checkpoint 1
A_23_P217958	HK1	Homo sapiens	hexokinase 1
A_23_P24543	FAM55A	Homo sapiens	family with sequence similarity 55, member A
A_24_P284805	INPP5J	Homo sapiens	inositol polyphosphate-5-phosphatase J
A_32_P19431	HNRNPA1L2	Homo sapiens	heterogeneous nuclear ribonucleoprotein A1-like 2
A_32_P75902	C16orf73	Homo sapiens	chromosome 16 open reading frame 73
A_24_P149395	wipi2	Homo sapiens	WD repeat domain, phosphoinositide interacting 2
A_32_P86763	tgm2	Homo sapiens	transglutaminase 2 (C polypeptide, protein-glutamine-gamma-glutamyltransferase)
A_23_P58293	UBE2D3P	Homo sapiens	ubiquitin-conjugating enzyme E2D 3 (UBC4/5 homolog, yeast); ubiquitin-conjugating enzyme E2D 3 pseudogene
A_23_P58293	ube2d3	Homo sapiens	ubiquitin-conjugating enzyme E2D 3 (UBC4/5 homolog, yeast); ubiquitin-conjugating enzyme E2D 3 pseudogene
A_23_P66719	DHRS13	Homo sapiens	dehydrogenase/reductase (SDR family) member 13
A_23_P66715	PIGS	Homo sapiens	phosphatidylinositol glycan anchor biosynthesis, class S
A_23_P94030	LAMB1	Homo sapiens	laminin, beta 1
A_24_P403150	FLJ34503	Homo sapiens	hypothetical FLJ34503
A_23_P24535	Ttc12	Homo sapiens	tetratricopeptide repeat domain 12
A_32_P9543	APOBEC3A	Homo sapiens	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3A
A_23_P356122	ZNF451	Homo sapiens	zinc finger protein 451
A_23_P217968	suv420h1	Homo sapiens	suppressor of variegation 4-20 homolog 1 (Drosophila)
A_32_P179837	RNF151	Homo sapiens	ring finger protein 151
A_24_P130026	BAG5	Homo sapiens	BCL2-associated athanogene 5
A_32_P107282	Cby3	Homo sapiens	chibby homolog 3 (Drosophila)
A_23_P143029	HOXD11	Homo sapiens	homeobox D11
A_32_P183609	ASB1	Homo sapiens	ankyrin repeat and SOCS box-containing 1
A_24_P139191	ITCH	Homo sapiens	itchy E3 ubiquitin protein ligase homolog (mouse)
A_23_P49060	Spint1	Homo sapiens	serine peptidase inhibitor, Kunitz type 1
A_23_P251916	Fam82b	Homo sapiens	family with sequence similarity 82, member B
A_23_P58280	Gar1	Homo sapiens	GAR1 ribonucleoprotein homolog (yeast)
A_23_P201951	ARID4B	Homo sapiens	AT rich interactive domain 4B (RBP1-like)
A_24_P58529	TUBA1C	Homo sapiens	tubulin, alpha 1c
A_24_P338145	Stoml2	Homo sapiens	stomatin (EPB72)-like 2
A_23_P362712	abhd11	Homo sapiens	abhydrolase domain containing 11
A_24_P153511	OSBPL8	Homo sapiens	oxysterol binding protein-like 8
A_24_P311771	zfr	Homo sapiens	zinc finger RNA binding protein
A_24_P223384	Hist1h2ab	Homo sapiens	histone cluster 1, H2ae; histone cluster 1, H2ab
A_24_P223384	Hist1h2ae	Homo sapiens	histone cluster 1, H2ae; histone cluster 1, H2ab
A_23_P149189	zp4	Homo sapiens	zona pellucida glycoprotein 4
A_24_P89911	Naif1	Homo sapiens	nuclear apoptosis inducing factor 1
A_23_P19479	stk19	Homo sapiens	serine/threonine kinase 19
A_23_P217938	SPHAR	Homo sapiens	S-phase response (cyclin related)
A_23_P24529	c11orf57	Homo sapiens	chromosome 11 open reading frame 57
A_23_P1280	ASCC1	Homo sapiens	activating signal cointegrator 1 complex subunit 1
A_24_P276385	SPACA5	Homo sapiens	sperm acrosome associated 5; sperm acrosome associated 5B
A_24_P276385	SPACA5B	Homo sapiens	sperm acrosome associated 5; sperm acrosome associated 5B
A_23_P251937	CPEB4	Homo sapiens	cytoplasmic polyadenylation element binding protein 4
A_32_P231568	Rasef	Homo sapiens	RAS and EF-hand domain containing
A_24_P226108	RBM47	Homo sapiens	RNA binding motif protein 47
A_23_P137434	RNF11	Homo sapiens	ring finger protein 11
A_23_P251927	CHCHD3	Homo sapiens	coiled-coil-helix-coiled-coil-helix domain containing 3
A_23_P321034	INADL	Homo sapiens	InaD-like (Drosophila)
A_23_P97532	vamp3	Homo sapiens	vesicle-associated membrane protein 3 (cellubrevin)
A_23_P155487	Slc38a3	Homo sapiens	solute carrier family 38, member 3
A_23_P327777	gats	Homo sapiens	GATS, stromal antigen 3 opposite strand
A_24_P184799	Coch	Homo sapiens	coagulation factor C homolog, cochlin (Limulus polyphemus)
A_23_P356139	Fam178a	Homo sapiens	family with sequence similarity 178, member A
A_23_P217946	Cdh23	Homo sapiens	cadherin-like 23
A_24_P355267	Slc25a25	Homo sapiens	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 25
A_23_P433016	FBLN1	Homo sapiens	fibulin 1
A_23_P94053	TRRAP	Homo sapiens	transformation/transcription domain-associated protein
A_23_P24515	ACAT1	Homo sapiens	acetyl-Coenzyme A acetyltransferase 1
A_24_P226116	naa15	Homo sapiens	NMDA receptor regulated 1
A_23_P91140	Pecr	Homo sapiens	peroxisomal trans-2-enoyl-CoA reductase
A_23_P251945	DCTN4	Homo sapiens	dynactin 4 (p62)
A_24_P120734	MGC16075	Homo sapiens	hypothetical protein MGC16075
A_23_P19482	ddah2	Homo sapiens	dimethylarginine dimethylaminohydrolase 2
A_23_P137423	IGSF8	Homo sapiens	immunoglobulin superfamily, member 8
A_23_P143047	ATP6V1E2	Homo sapiens	ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E2
A_23_P108501	EPHA4	Homo sapiens	EPH receptor A4
A_23_P137427	zmpste24	Homo sapiens	zinc metallopeptidase (STE24 homolog, S. cerevisiae)
A_23_P81859	Hist1h2ag	Homo sapiens	histone cluster 1, H2ag; histone cluster 1, H2ah; histone cluster 1, H2ai; histone cluster 1, H2ak; histone cluster 1, H2al; histone cluster 1, H2am
A_23_P81859	Hist1h2ai	Homo sapiens	histone cluster 1, H2ag; histone cluster 1, H2ah; histone cluster 1, H2ai; histone cluster 1, H2ak; histone cluster 1, H2al; histone cluster 1, H2am
